"distribution: [0,0,0,1,1,1,2,2,3,3,2,2]"
"words: 50"
"errors: 2144"
"haskell demerits lower: 2144"
"seeds: "
"Haskell lower 6009205448225366152, 1021635173161217263"
"Equal 8569235666144036183, 4882559234387078508"
"Equal 3509062054788359669, 6844737427671334119"
"Haskell lower -873929501590796694, -7323696500053747152"
"Equal 6837028995609716959, -1449646489212324234"
"Equal -8723045205986807457, -1777044421397599134"
"Equal -216124851048211895, -6864138836965813237"
"Equal 2732342992235146843, -3588395102840539022"
"Equal 5216056194219762433, 963358096987780448"
"Haskell lower 6815873080997950034, 6566639170092480851"
"Equal 1494124916505076778, 184512821435032301"
"Haskell lower -287616890899800226, -6021328461252236962"
"Equal 7493920276097174381, 7455932869695381362"
"Equal -3011888784153795226, 5415833664287151738"
"Equal 5383420074936563827, 5381003234286539057"
"Equal -686033430562401695, -3395398926379942907"
"Equal 9137914865972635215, -3217441336622909330"
"Equal 183764838879485466, 5536452885104167301"
"Haskell lower -4045868773110645671, 5532887895401497447"
"Equal 8530833545961672122, -1713328261556944229"
"Haskell lower 5728126512884766406, -2657435187650941293"
"Equal -8518208133940178786, 35037369506939883"
"Equal 7511254825277751301, -5721179379200105019"
"Haskell lower -6577555044466535248, 3497156262140424017"
"Haskell lower -2192345739897422806, -1565456397759145294"
"Equal -7386595992915488207, 989064022854128209"
"Equal -6541170845399774965, 5910030892165195773"
"Equal -8696315363361182613, -9015122376341723438"
"Equal -2013954772431960533, 7355414417073435233"
"Equal -8532410349581795113, -6314093038247978329"
"Equal 1996592270000129659, 3689146750382310486"
"Haskell lower -3738472408351368366, -7949978274679258955"
"Equal 3218039845431598590, 4608799004818563027"
"Equal 9155653166089375839, -3711839943500568980"
"Equal 1415158638986143186, -8099775250600761141"
"Haskell lower 2166847035698501513, -43642761446392181"
"Equal -9039708845903953517, -952658134538329666"
"Equal 6635276222850626911, -3780021246160951521"
"Haskell lower -8674761992674193120, 6871594991172152810"
"Equal 8792280313672607113, -5353272384303846110"
"Equal -1008271222766266616, -3027919854572021881"
"Equal 7678575385987556713, 7244065785166418995"
"Haskell lower 1930069460552873390, -2793773385662501987"
"Equal 1478826597645407348, 8989266943701921433"
"Equal -8580405503012968437, -287444201265617785"
"Equal -7391434104662480236, 5802033623178380613"
"Equal 1066611691844681349, -5408733822773278718"
"Equal 5057756344569558373, -4174862399498765803"
"Haskell lower 1817350937596845525, 3815628093676588906"
"Equal 7690655383842217402, -2058443004315174106"
"Equal -7020474007574825122, -4204766738941943367"
"Equal -7165423071556512636, 4584920846998993022"
"Haskell lower 8879439871019932927, -3156035529309418485"
"Haskell lower -2429713338715254956, 5589814794948008425"
"Equal 6637930659562903323, -2849314937095798572"
"Equal -1663341703497218, 2227197634072489737"
"Haskell lower 7927728096818276302, 734360778929081147"
"Equal -137357087378963555, -6524502485501891408"
"Equal 2187705987197334654, 7318261745384614349"
"Haskell lower 2885586736860757252, -6214967051901824586"
"Equal 3225564344745481218, -3961177378108583510"
"Equal 3299049359705324554, -8910268041602806457"
"Equal -6834375683284418020, -7626333805814758154"
"Equal -4171638868036995700, -4997519928908290130"
"Equal 7204091817197282847, -8084261149418738"
"Equal -5027673519389538246, -5345007943777295305"
"Haskell lower 5112949711735698227, 5024722543339889601"
"Equal 3159663789025049078, -7654742787655852122"
"Equal -5910401692232430232, 7749590665218877984"
"Equal -742698011149623035, -3514955852376018778"
"Equal 8784427387267208825, -8589454443304496785"
"Haskell lower 7527229675452924500, 3017349764154155886"
"Equal -7036849374650342985, -2595716438091239329"
"Equal 350426757725791349, -7934703723266388631"
"Equal 7938360007619012329, -4589172299263663795"
"Equal 4051329564929189896, 5635906511602418822"
"Haskell lower 833502220285653792, 1063471350099316991"
"Equal -8996760097935492045, -886303097075349112"
"Equal -1506973980450432599, -4299774678401676388"
"Equal -3277252006490255643, 8527822722651530306"
"Equal -7425205379677867290, 1188517731398517672"
"Equal 42940136090920076, -3161659136280344846"
"Haskell lower 2266953520323269633, 1054000880687527849"
"Equal -622565790207163233, -7656807864639224190"
"Equal -1165127550507321519, -2689338076598213377"
"Haskell lower 8419652636059524369, 6749359296525197725"
"Equal -4374757201910707071, 5531089751008087789"
"Equal 8768384640609401081, -5093598299578176030"
"Equal -7550180831167279139, 2947985532788853019"
"Equal 6798095116503030950, -3250584373841439635"
"Equal 1844315523576758939, 3585026465901104699"
"Equal -7922082199152753754, -6366644860478526414"
"Equal 3489342013207108193, -5817108108947170521"
"Equal 1418590737910992341, 6653488950620187158"
"Equal -6675539164282338581, -6243220857793502652"
"Equal -5334875988604459135, -1064074771507429227"
"Equal 1130930956519474996, 4067204655402270489"
"Equal -9072994166162640428, -32658887543843293"
"Equal -4458828860978510200, 299974129362690530"
"Equal -1068363190575349796, 3539108997462965782"
"Equal 3939874651846205666, -4856807837299926196"
"Equal -3364345553347307695, -4910920484035367628"
"Haskell lower 6916523382163024951, 8935436065454726155"
"Haskell lower 8283195545136782195, -6613082334085098256"
"Haskell lower 38325006360963362, -5971519375774182016"
"Haskell lower -8765992178274975553, -7667208207542892815"
"Equal -1430923123337660767, -9203192297130691683"
"Equal -1991317249319972436, 7752104159948068784"
"Equal 4300374864339028747, -1953368252182771604"
"Haskell lower 2979000435742260125, -2035537813158863263"
"Equal -7762802600952463286, 3542248364227032238"
"Equal 5967929629314895622, -975249651467445033"
"Haskell lower 2860223671212120587, -6922290100452124856"
"Equal 3367014079591770752, -6663964443661599657"
"Equal 7126044703302388211, -4330266082705399244"
"Haskell lower 6735602799618840027, -6965257565548674260"
"Equal -4235245166493132235, 8872523310601649726"
"Equal 9204745313876331783, -4603851999012750420"
"Haskell lower 1491189885420353561, 6292216437414400962"
"Equal -3967004729426220442, 8277723838712343521"
"Equal 5993022929444482873, -4390176587586947710"
"Equal 979233177452037508, -5172569606968362329"
"Equal -921974958367954739, -6583752651394314595"
"Equal 5917578882474971709, -4585366225435964968"
"Equal -1681530233883284852, 1777830006597103553"
"Haskell lower 3209420877257165274, -4101215521935565229"
"Haskell lower -8832801358437429137, -7006234972113195659"
"Haskell lower -2881207696476610024, 2865945630316387424"
"Equal -7125531763750921155, 7368981678569489485"
"Equal 501705968094028366, 3156959333594360571"
"Equal 6642703623062346752, -4751185189621154326"
"Equal -6696305056736461803, -228107867279176970"
"Haskell lower -965552260851648083, 616520779172079974"
"Equal -1385509511562093577, -7300107925003405075"
"Equal -6448549357297203500, 1627839211728922077"
"Equal -802577398426587528, 6188964768201569277"
"Haskell lower 3064295831246642035, 905728875389808822"
"Equal 2039684169366266325, -1060764728761252860"
"Equal -3143823599452664168, -2196046048354371804"
"Equal -8251806170650843173, -6077987761365585829"
"Equal -5181572202216958082, -3855850134855487650"
"Equal -7711092547163382301, 3095309365339108754"
"Equal 4431747146815130410, 9053026978041479764"
"Equal 1181253678303686510, 5279537441572327717"
"Equal -1570367717472096560, 2791124532213114005"
"Haskell lower 8362895400481333431, 3017808747315439994"
"Equal 2238341065105516562, -7438224383585644032"
"Equal -4302923983821802819, -5018138096777904329"
"Haskell lower 1496817540269986943, 4730939959225756818"
"Equal -4689725087423174682, -9149129363426134037"
"Haskell lower 3867852731655774575, 6577919045780500074"
"Haskell lower 2487484112592422455, 1222980655784986353"
"Equal -8572302495366383045, 1159726133425182909"
"Equal -1801756633812206673, 6583484988436346683"
"Equal 6684819529903442933, -8335872540646170677"
"Equal 4737471857736667015, 2986224491612232271"
"Equal 5829055118794366608, -5056906336918231225"
"Equal 4143906608816711741, 1862961459377335281"
"Equal -7326247380371644229, 7354550569953996940"
"Haskell lower -6500124977143634379, 1607160030509193608"
"Haskell lower -8573266823165975776, 1370942911359425781"
"Haskell lower 6205491109175102199, 1768208507924072909"
"Equal 4082963556002719024, -8545026804386054794"
"Haskell lower -1837566445275818546, -1692076065116786331"
"Haskell lower 1257060622887987690, -1368475599942633797"
"Haskell lower -8189912198024149422, -7373349147723264313"
"Haskell lower 3376633227479352830, 8611559601811295362"
"Equal 6664915771277888049, 3707820320436512648"
"Equal -3806741193151145161, -8363126546351236704"
"Equal 6454537244404943676, 4112397338727981379"
"Equal -1278862342791598257, -5073191051193394714"
"Equal -5695574201008897523, 7551953768217912207"
"Equal 5943140129295693024, 1857508674819360995"
"Equal 6004202454916630357, -5895881952401688801"
"Equal -2466636694884431339, -7544049764500941618"
"Haskell lower -8313304563220328985, -3176937952779671170"
"Haskell lower 6033757312232090068, 1516708067300130090"
"Equal 596160853255760772, -8384995384193492218"
"Equal 929337454579270120, -2888352252904755314"
"Equal -5474402258392863786, -6935914042514176706"
"Haskell lower 6840535679273116145, -836021505466553394"
"Equal 5993463205740848005, -1996690799332317663"
"Equal 3544520804885780092, 3102992536005571139"
"Equal 7640771441296987219, -7720838697255910478"
"Equal 5095175768434317597, 8977858330095220544"
"Equal 3586555635728270901, 2649063225362233116"
"Equal -8922398048348478630, 3589718867624284248"
"Haskell lower 3696006043380754571, -8646755688985662232"
"Haskell lower 5831174950326485301, 6721089242566427283"
"Equal 4433514854100168086, -5949549052393565589"
"Equal 4541897545539356231, -7898934390132172812"
"Haskell lower 3620045273625728126, 854960941296195687"
"Equal 8420241511835643859, -3678411753679074754"
"Equal 2667341654067936036, -7341442471814645108"
"Equal 3860716627406709741, 4556163206616479445"
"Haskell lower -3926408508523417174, 127262807673418970"
"Haskell lower 8147240813314042295, 2941789532607632483"
"Equal 3646774673863283920, -3063160220013958478"
"Equal -1801206281483384071, -3750819243867489102"
"Equal -9024110080373987182, -4487118384748164672"
"Equal 7805500005128771258, -5467958826145073128"
"Equal -7794217805738346341, 1113510519864093692"
"Haskell lower 2815001270974358940, -6643536152497938964"
"Equal 7910514204011786906, 1285712191843932370"
"Haskell lower -620261246867421574, -6008349189504870095"
"Equal -7896169043668395591, 3459829372073593684"
"Haskell lower 1437344028927442767, 5342610173615723805"
"Haskell lower 6109992202845891161, 3905321424336606971"
"Haskell lower 3178493491487856153, 8016456239227212218"
"Equal 6194010569015713903, -6371009677904917908"
"Equal 4454528572045075447, 197519558193387014"
"Equal -6630118277780704795, 9180428358919376216"
"Equal 1624866070431911596, -7782212406781154331"
"Equal 6673259110950116524, 7011865443149645720"
"Equal 7395811364300756382, -8299530976047791114"
"Equal -4544756553436909758, 1048659813431424207"
"Equal 6390098408529276418, 5344864290212308462"
"Haskell lower 1405548791469519758, -7137597385952894065"
"Equal 1634971479254533108, -2802474052999162649"
"Equal 4685878660978001204, -7590738426919139351"
"Equal -7437613016835502422, -6204458459676852306"
"Equal -4998371495293012963, 8278705777808408864"
"Equal -6445527577784828686, -8534393662922849934"
"Haskell lower -3371459889738184473, -4522249769742852291"
"Haskell lower -1036118543813968531, 2400435349757796129"
"Equal 4254910194913397249, -4986010229605803823"
"Haskell lower -1861787535002063528, 641764561620365652"
"Equal -6971367624572338240, 3554628828558343175"
"Equal 2094066938199112028, -3756812888321855832"
"Equal 5843479329321759857, -4940656127272062902"
"Haskell lower 145089822485765288, -7048392962404884755"
"Equal 3452643538706710701, 5857196195200943218"
"Equal 1286679875656770481, -2875226535670622839"
"Haskell lower 4810283235465442788, 558649498427265400"
"Equal -1875677482202940718, -4207880584196564362"
"Equal 6131422189648968854, -6265354998225034352"
"Equal 236004431622490928, 4423655377139754346"
"Haskell lower 7909286154226797004, 3281241004040512330"
"Equal -2207771104324229380, -5053690100690172537"
"Equal 2984945407515273023, -483673864315224946"
"Equal -6914187574633639782, 8457472795440894687"
"Equal 6571187172985315845, 3650868369289311758"
"Equal -5028707821850657141, 7937745227760501848"
"Equal -8767380015290456873, 2181206046340711301"
"Haskell lower 5985311905623908458, 4810058553330936373"
"Equal 2974515278332447767, -7748563845350774700"
"Equal 964229632593636036, 3337105071596692589"
"Equal 4632691857430456569, -6412340598244314054"
"Equal 3087871866736310680, -4332131969079191347"
"Equal 63953317978149562, 408875526294160754"
"Equal -3152907058885178313, 5175864637048672819"
"Equal 5404568023877307221, -3216441630800171210"
"Equal -3450445363781442779, -5261039161023212405"
"Equal 8725996975252047189, 6778611207035552864"
"Equal 1684835938527963124, 6310784983368102942"
"Haskell lower -4546462864017974062, 6684525307303538282"
"Equal -7419658653143015706, 8567741272714142497"
"Equal 5196588313848879161, -580130539845407372"
"Equal -280971290903951974, 2853190071926439120"
"Equal 5208076108861612422, -5068839889825317044"
"Equal 6636115496748005069, -677880577954027229"
"Equal 5160483765874385100, 918586542335812662"
"Haskell lower 7749234058099502572, 1613022609638303525"
"Equal -5107624945756260719, -6742375730352309022"
"Equal -2452589600326789124, 6355744182229060365"
"Haskell lower -1527663187780239215, -2836914675074606414"
"Haskell lower -842840190425583631, -7843956849196344603"
"Equal 8314525560450435105, 1752690292529164190"
"Equal -8975568886696781615, 8036653724423678159"
"Equal 845801109732368962, 7055867448339206871"
"Equal 5965608801755800402, 5469625558347430832"
"Equal -2506831342644939697, 296834357679512195"
"Haskell lower 2451121648264668873, -5898644170416936726"
"Haskell lower -6386328557052577360, -5846549669716716648"
"Haskell lower -2411431361336446901, -4712292655597989954"
"Equal 225666672354373332, 1030457423078473721"
"Haskell lower -156768493199918296, 4518646076026369627"
"Equal 5565689880646092078, 4406231289044734399"
"Equal 1982090818385676062, 6900278910284190063"
"Haskell lower 6641132433635962260, -5074952417735409488"
